AIRPORT,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,RANKING
DINWIDDIE COUNTY ARPT,37.1843017,-77.5061747,1786.0
CORNELL MUNICIPAL ARPT,45.1655222,-91.1056972,1786.0
CHEWELAH MUNICIPAL AIRPORT,48.3140803,-117.7433903,1415.0
FRAZIER LAKE AIRPARK,36.95328,-121.46549,1786.0
GILLESPIE COUNTY,30.24324,-98.90919,1786.0
ISLESBORO,44.30247,-68.91058,1786.0
ORR REGIONAL ARPT,49.0159219,-92.8560514,1786.0
HARRY P WILLIAMS MEMORIAL ARPT,29.7095464,-91.3389786,1239.0
MARION MUNICIPAL ARPT,40.61625,-83.0634722,1786.0
LEO GOETZ COUNTY ARPT,45.3708453,-84.2250144,1786.0
HIGHLAND COUNTY ARPT,39.1887613,-83.5387915,1786.0
EAGLE'S NEST AIRPORT,38.4304664,-121.0149425,1786.0
FLAGLER HOSPITAL HELIPORT,29.861943,-81.316759,1786.0
UNIVERSITY-OXFORD AIRPORT,34.3843333,-89.5368056,1415.0
CONCORD MUNICIPAL AIRPORT,43.2027222,-71.5022778,1786.0
COLUMBIA GORGE REGNL /THE DALLES MUNI ARPT,45.6185556,-121.1673333,1786.0
HENRYETTA MUNICIPAL ARPT,35.4068797,-96.0158328,1786.0
MONMOUTH MUNICIPAL,40.9297,-90.63111,1786.0
GILMER COUNTY AIRPORT,34.6281944,-84.5265556,1415.0
CAP-HAÏTIEN INTERNATIONAL,19.733056,-72.194722,1786.0
KENMORE AIR HARBOR SEAPLANE BASE,47.6289869,-122.3387378,1786.0
BERKELEY COUNTY AIRPORT,33.1848369,-80.0369764,1415.0
Walker County Airport-Bevill Field,33.902,-87.3138333,1786.0
LOWCOUNTRY REGIONAL AIRPORT,32.921,-80.6406111,1415.0
HAYFORK ARPT,40.547,-123.1794444,1786.0
BANNING MUNICIPAL AIRPORT,33.9225556,-116.8509722,1786.0
TRI-COUNTY REGIONAL AIRPORT,43.2118611,-90.1798333,1786.0
MARLBORO COUNTY JETPORT-H E AVENT FIELD,34.6217086,-79.7343594,1786.0
BRNO-TURANY AIRPORT,49.15,16.6844444,1786.0
FALLBROOK COMMUNITY AIRPARK,33.3541667,-117.2508333,1786.0
PRIEST LAKE USFS,48.5715,-116.958,1786.0
ISTANBUL AIRPORT,41.2768,28.7301,1786.0
ARCO MORGAN CITY HELIPORT,29.6421544,-91.1020447,1786.0
FLY HIGH HELIPORT,28.3458333,-81.6644444,1786.0
OCEANA NAVAL AIR STATION,36.8207028,-76.0335417,1786.0
JIMMY CARTER REGIONAL AIRPORT,32.1108056,-84.1888611,1786.0
CHAMBERLAIN MUNICIPAL AIRPORT,43.7661371,-99.3212292,1786.0
VAIDEN FIELD AIRPORT,32.5105,-87.3847778,1786.0
FITZGERALD MUNICIPAL,31.6839046,-83.2709036,1786.0
GREENSBORO EXECUTIVE AIRPORT,35.9419444,-79.6855,1786.0
FRANKLIN REGIONAL AIRPORT,36.7002964,-76.9021356,1786.0
DALTON AIRPORT,43.0568407,-83.8046001,1786.0
KATAMA AIRPARK,41.3584506,-70.5244706,1786.0
FREEDOM SPRINGS RANCH AIRPORT,29.715,-98.8591667,1786.0
CARROLL COUNTY-TOLSON AIRPORT,40.5616667,-81.0780833,1786.0
EAGLE NECK AIRPORT,31.6410347,-81.3283333,1786.0
SALUDA COUNTY AIRPORT,33.9267931,-81.7946278,1786.0
HAZLEHURST AIRPORT,31.8851902,-82.647891,1786.0
LURAY CAVERNS AIRPORT,38.6667105,-78.500835,1786.0
FARIBAULT MUNICIPAL AIRPORT,44.3289694,-93.3130736,1415.0
EMMETT MUNICIPAL AIRPORT,43.85265,-116.5390694,1786.0
KARLUK ARPT,57.56706,-154.45037,1786.0
BRENNER FIELD ARPT,40.07879,-95.59199,1786.0
ROYALTON AIRPORT,43.1820022,-78.5578053,1786.0
SEBASTIAN COVE AIRPORT,33.4541667,-83.2777778,1786.0
ORLANDO APOPKA AIRPORT,28.7074744,-81.5819645,1786.0
ALPINE AIRSTRIP,70.3442778,-150.94475,1786.0
THE LANDINGS AIRPORT,32.3655208,-97.6450111,1786.0
OROVILLE HOSPITAL HELIPORT,39.5074306,-121.5415722,1786.0
LA ISABELA  INTL ARPT,18.5725,-69.9856,1786.0
NORTHUMBERLAND COUNTY AIRPORT,40.8369167,-76.5524444,1786.0
MATECANA INTERNATIONAL AIRPORT,4.8125,-75.740278,1239.0
TAVARES SEAPLANE BASE,28.8005556,-81.7277778,1786.0
RUSSELL COUNTY AIRPORT,37.0096944,-85.10275,1786.0
LANETT REGIONAL AIRPORT,32.8118431,-85.2294853,1415.0
BRANDYWINE ARPT,39.99472,-75.58333,1239.0
EPHRAIM- GIBRALTAR ARPT,45.1354,-87.1859,1786.0
ANTONE RANCH ARPT,44.49343,-119.84369,1786.0
SCHAFER/USFS,48.0857,-113.2505,1786.0
KEMPEGOWDA INTERNATIONAL AIRPORT,13.1979,77.706299,1239.0
COTTONWOOD AIRPORT,34.7300561,-112.0351372,1786.0
BELEN REGIONAL AIRPORT,34.6458616,-106.8363401,1786.0
ST- GEORGES AERODOME,46.09639,-70.71472,1786.0
QUAHADI RANCH ARPT,31.1777631,-98.43505,1786.0
NAVASOTA MUNICIPAL AIRPORT,30.3671389,-96.1129444,1786.0
JACK FISH LANDING AIRPORT,61.5414806,-149.4606806,1786.0
GROVE CITY AIRPORT,41.1460278,-80.16775,1786.0
MANATEE AIRPORT,27.6425972,-82.5199167,1786.0
CYNTHIANA-HARRISON COUNTY AIRPORT,38.3661639,-84.2833444,1786.0
RIVER FALLS AIRPORT,35.0814254,-101.7557974,1786.0
WEST 30TH ST HELIPORT,40.7545458,-74.0070839,1786.0
TALLADEGA MUNICIPAL AIRPORT,33.5695042,-86.0512014,1786.0
CHERRY RIDGE AIRPORT,41.5155917,-75.2515597,1786.0
KIGALI INTL AIRPORT,-1.966389,30.133056,1786.0
ROMEO STATE AIRPORT,42.7963342,-82.97426,1786.0
CHARLEVOIX MUNICIPAL AIRPORT,45.3048611,-85.2753056,1415.0
MONROE COUNTY ARPT,31.4580556,-87.3510278,1786.0
ERIE MUNICIPAL AIRPORT,40.01025,-105.0480833,1415.0
WINDOW ROCK AIRPORT,35.6520556,-109.0673889,1786.0
WILLITS MUNICIPAL AIRPORT-ELLIS FIELD,39.4513289,-123.3723308,1786.0
VALLE AIRPORT,35.6506458,-112.1480542,1786.0
LIVINGSTON MUNICIPAL AIRPORT,36.4135033,-85.3104558,1786.0
GATLINBURG- PIGEON FORGE ARPT,35.8577589,-83.5287047,1786.0
BRUNSWICK NOVANT MEDICAL CENTER HELIPORT,34.0299478,-78.2605653,1786.0
EASTPORT MUNICIPAL AIRPORT,44.9101111,-67.0126944,1786.0
DODGE COUNTY AIRPORT,43.4264722,-88.7038611,1786.0
MARTIN COUNTY AIRPORT,35.8621928,-77.1782006,1786.0
CARILION WESTLAKE CENTER HELIPORT,37.1159583,-79.7179917,1786.0
FALSE PASS AIRPORT,54.8478611,-163.4071111,1786.0
NEW ORLEANS NAVAL AIR STATION JOINT RESERVE BASE - ALVIN CALLENDER FIELD,29.827215,-90.0265906,1415.0
BRYON ARPT,37.8284444,-121.6258333,1786.0
AUGUSTA MUNICIPAL AIRPORT,37.6716389,97.0778611,1786.0
JUAN MANUEL GALVEZ INTERNATIONAL AIRPORT,16.317222,-86.522222,1786.0
ALLEN C PERKINSON AIRPORT/BLACKSTONE ARMY AIRFIELD,37.0747673,-77.9565984,1786.0
DIAMONDHEAD AIRPORT,30.3629794,-89.3876542,1786.0
CHEVAK AIRPORT,61.5408333,-165.6008889,1786.0
A PAUL VANCE FREDERICKTOWN REGIONAL AIRPORT,37.6056389,-90.2874722,1786.0
RICHMOND COUNTY AIRPORT,34.8913033,-79.7595978,1786.0
HENRY COUNTY AIRPORT,36.3359444,-88.3844444,1786.0
ERLANGER MEDICAL CENTER HELIPORT,35.0490667,-85.2892167,1786.0
SOUTHWEST LUBBOCK AIRPORT,33.3957194,-102.0093444,1786.0
COCHISE COLLEGE AIRPORT,31.3713139,-109.6899528,1786.0
ALEXANDER FIELD SOUTH WOOD COUNTY ARPT,44.36034,-89.83897,1786.0
BEAUMONT MUNICIPAL AIRPORT,30.0702044,-94.2150967,1786.0
MARYLAND AIRPORT,38.5970486,-77.0724583,1786.0
MOUNT ROYAL AIRPORT,29.4360806,-81.6567444,1786.0
RIDDICK FIELD AIRPORT,46.3173531,-113.3051506,1786.0
W H 'BUD' BARRON ARPT,32.5647222,-82.9849722,1415.0
NANAIMO,49.05222,-123.87028,1786.0
JOSEPH STATE,45.3571,-117.25322,1786.0
SKY MANOR ARPT,40.5658822,-74.9793081,1786.0
WATTS-WOODLAND ARPT,38.67388,-121.87208,1415.0
PLACERVILLE ARPT,38.7242222,-120.7533333,1786.0
KODIAK MUNICIPAL ARPT,57.8035,-152.3708,1786.0
JAY KAY RANCH ARPT,28.8,-99.0002,1786.0
TALKEETNA ARPT,62.3205,-150.09369,1786.0
MALLARDS LANDING,33.3593,-84.159,1786.0
HAYSFIELD ARPT,39.2362,-76.9412,1786.0
THRALL LAKE ARPT,42.1167,-85.5098,1786.0
CRAIG-MOFFAT AIRPORT,40.4952222,-107.5216667,1786.0
SHARJAH INTERNATIONAL AIRPORT,25.329167,55.516111,1415.0
TICONDEROGA MUNICIPAL AIRPORT,43.8772778,-73.4131389,1786.0
CHERRYSTONE ARPT,37.2862,-75.993,1786.0
RICHARD B HELGESON AIRPORT,47.0491389,-91.7452222,1786.0
WARWICK MUNICIPAL ARPT,41.28759,-74.28709,1786.0
CHICKASHA MUNICIPAL AIRPORT,35.0971404,-97.9676805,1415.0
RICHARD ARTHUR FIELD AIRPORT,33.7091058,-87.8152086,1786.0
KOBELT AIRPORT,41.6241667,-74.1416667,1786.0
PENN YAN ARPT,42.6370833,-77.0528611,1786.0
DAVENPORT MUNICIPAL ARPT,41.610278,-102.588333,1786.0
POINT MUGU NAVAL AIR STATION ,34.1192765,-119.1195889,1415.0
WASECA MUNICIPAL AIRPORT/MAYNARD RICHARD STENSRUD FIELD,44.0734722,-93.5529442,1786.0
BOUNDARY BAY,49.07417,-123.01222,1786.0
GLENCOE MUNICIPAL AIRPORT,44.7560058,-94.0814606,1786.0
SUSSES AIRPORT,41.2002067,-74.6230506,1786.0
DAYBREAK AIRPORT,45.8302778,-122.6375,1786.0
WELSH AIRPORT,30.2419066,-92.8307466,1786.0
LADD ARMY AIRFIELD,64.8376122,-147.6144919,1786.0
RAY COMMUNITY ARPT,42.7367712,-82.8888133,1786.0
BUTLER FARM SHOW,40.8515,-79.9715,1786.0
FORT ATKINSON MUNICIPAL AIRPORT,42.9632028,-88.8176281,1786.0
WALLACE-PENDER AIRPROT,34.7178611,-78.0038889,1786.0
DE QUINCY INDUSTRIAL AIRPARK,30.4410833,-93.4736111,1786.0
DONA  ANA COUNTY INTERNATIONAL JETPORT AIRPORT,31.8804444,-106.70325,1786.0
MCMASTER GLIDERPORT,37.7612892,-97.1773416,1786.0
FUQUAY AIRPORT/ ANGIER FIELD,35.5433444,-78.7504611,1786.0
TRI-COUNTY AIRPORT AT HENRY JOYNER FIELD,36.2975264,-77.1708528,1786.0
SHAKTOOIK AIRPORT,64.3710833,-161.2239722,1786.0
VIDANT EDGECOMBE HOSPITAL HELIPORT,35.9222222,-77.5547222,1786.0
LAKE WALES MUNICIPAL AIRPORT,27.8932108,-81.6214589,1786.0
FAYETTEVILLE MUNICIPAL AIRPORT,35.0596944,-86.564,1786.0
VENETIE AIRPORT,67.008675,-146.3663583,1786.0
RANDALL ARPT,41.431912,-74.3915611,1786.0
LE MARS MUNICIPAL AIRPORT,42.7785556,-96.1935833,1786.0
EAGLES NEST AIRPORT,39.6654542,-74.3080444,1786.0
GRANBURY REGIONAL AIRPORT,32.4430722,-97.8213728,1786.0
CRETE MUNICIPAL AIRPORT,40.6183767,-96.9257087,1786.0
SMOKETOWN AIRPORT,40.0415931,-76.2018958,1786.0
CABLE AIRPORT,34.1116094,-117.6873883,1786.0
ST VINCENT HOSPITAL HELIPORT,44.5013811,-88.0114925,1786.0
ST JAMES MUNICIPAL AIRPORT,43.9863539,-94.5579742,1786.0
LUMBERTON REGIONAL AIRPORT,34.6098056,-79.0595556,1415.0
BASIN HARBOR AIRPORT,44.1916667,-73.3586944,1786.0
HOPKINSVILLE-CHRISTIAN COUNTY AIRPORT,36.8569686,-87.4550786,1786.0
BURLINGTON MUNICIPAL AIRPORT,42.6907171,42.6907171,1786.0
MILFORD MUNICIPAL AIRPORT/BEN AND JUDY BRISCOE FIELD,38.4266356,-113.013274,1786.0
ARKANSAS CHILDREN'S HOSPITAL HELIPORT,34.7429167,-92.2936667,1786.0
RAVALLI COUNTY AIRPORT,46.2571659,-114.1238431,1786.0
PIONEERS MEMORIAL HOSPITAL HELIPORT,32.9584444,-115.5530833,1786.0
DICKSON MUNICIPAL AIRPORT,36.1279567,-87.4298397,1786.0
FRANKLIN COUNTY STATE AIRPORT,44.9402778,-73.0974722,1786.0
STANFORD HEALTH CARE EAST HELIPORT,37.4351583,-122.1743583,1786.0
CLEVELAND REGIONAL JETPORT,35.2123364,-84.7991989,1786.0
Fremont County Airport,38.4285602,-105.1068544,1786.0
Columbus-Lowndes County Airport,33.4653333,-88.38075,1786.0
PRATT REGIONAL AIRPORT,37.7025278,-98.747,1786.0
ETMC - ATHENS HELIPORT,32.1716667,-95.8516667,1786.0
WOODS AND LAKES AIRPARK,29.1235903,-81.8870278,1786.0
SOMERSET AIRPORT,40.6259806,-74.6700316,1786.0
